,missing_dates
932,2019-01-03 16:53:05
933,2019-01-03 16:59:01
934,2019-01-03 17:33:39
935,2019-01-03 16:52:18
936,2019-01-03 16:36:34
937,2019-01-03 16:17:00
938,2019-01-03 16:55:33
939,2019-01-03 16:21:26
940,2019-01-03 16:23:07
941,2019-01-03 16:46:14
942,2019-01-03 16:47:14
943,2019-01-03 17:10:16
944,2019-01-03 17:09:54
945,2019-01-03 18:07:10
946,2019-01-03 17:41:59
947,2019-01-03 17:36:04
948,2019-01-03 17:08:49
949,2019-01-03 17:23:33
950,2019-01-03 17:34:17
951,2019-01-03 17:51:03
952,2019-01-03 17:38:47
953,2019-01-03 17:52:05
954,2019-01-03 17:52:55
955,2019-01-03 18:22:05
956,2019-01-03 17:39:42
957,2019-01-03 17:39:42
958,2019-01-03 17:19:00
959,2019-01-03 17:14:22
960,2019-01-03 17:52:48
961,2019-01-03 18:59:18
962,2019-01-03 18:22:11
963,2019-01-03 18:44:20
964,2019-01-03 18:42:13
965,2019-01-03 14:03:54
966,2019-01-03 18:00:38
967,2019-01-03 18:00:38
968,2019-01-03 18:30:28
969,2019-01-03 18:30:28
970,2019-01-03 18:21:13
971,2019-01-03 18:25:19
972,2019-01-03 18:17:28
973,2019-01-03 18:53:08
974,2019-01-03 18:21:37
975,2019-01-03 18:07:20
976,2019-01-03 18:08:51
977,2019-01-03 18:48:58
978,2019-01-03 18:22:47
979,2019-01-03 18:22:47
980,2019-01-03 19:26:43
981,2019-01-03 19:45:14
982,2019-01-03 19:41:52
983,2019-01-03 19:32:52
984,2019-01-03 19:46:41
985,2019-01-03 19:25:18
986,2019-01-03 19:25:18
987,2019-01-03 19:21:58
988,2019-01-03 19:02:51
989,2019-01-03 19:18:08
990,2019-01-03 19:29:34
991,2019-01-03 19:28:18
992,2019-01-03 19:23:20
993,2019-01-03 19:40:49
994,2019-01-03 19:11:15
995,2019-01-03 19:34:09
996,2019-01-03 19:57:59
997,2019-01-03 19:59:12
998,2019-01-03 19:41:00
999,2019-01-03 19:44:08
1000,2019-01-03 19:33:19
1001,2019-01-03 20:10:39
1002,2019-01-03 20:01:55
1003,2019-01-03 20:57:35
1004,2019-01-03 20:18:41
1005,2019-01-03 20:52:55
1006,2019-01-03 21:02:01
1007,2019-01-03 20:37:29
1008,2019-01-03 20:43:09
1009,2019-01-03 20:43:09
1010,2019-01-03 20:31:36
1011,2019-01-03 20:25:07
1012,2019-01-03 20:01:02
1013,2019-01-03 20:46:37
1014,2019-01-03 20:47:39
1015,2019-01-03 20:12:18
1016,2019-01-03 20:09:30
1017,2019-01-03 20:56:20
1018,2019-01-03 20:45:31
1019,2019-01-03 20:00:37
1020,2019-01-03 20:24:38
1021,2019-01-03 20:12:39
1022,2019-01-03 21:06:45
1023,2019-01-03 21:12:57
1024,2019-01-03 21:45:06
1025,2019-01-03 21:17:22
1026,2019-01-03 21:22:38
1027,2019-01-03 21:32:05
1028,2019-01-03 21:13:55
1029,2019-01-03 21:56:54
1030,2019-01-03 21:16:07
1031,2019-01-03 21:38:13
1032,2019-01-03 21:25:01
1033,2019-01-03 21:16:57
1034,2019-01-03 21:28:39
1035,2019-01-03 21:07:57
1036,2019-01-03 21:21:53
1037,2019-01-03 21:52:38
1038,2019-01-03 21:01:54
1039,2019-01-03 22:14:10
1040,2019-01-03 22:16:02
1041,2019-01-03 22:45:28
1042,2019-01-03 22:24:37
1043,2019-01-03 22:43:50
1044,2019-01-03 23:01:46
1045,2019-01-03 22:03:10
1046,2019-01-03 22:48:33
1047,2019-01-03 22:58:50
1048,2019-01-03 22:06:24
1049,2019-01-03 22:24:26
1050,2019-01-03 23:12:10
1051,2019-01-03 23:56:57
1052,2019-01-03 23:21:15
1053,2019-01-03 23:32:22
1054,2019-01-03 23:41:46
1055,2019-01-03 23:05:59
1056,2019-01-04 00:00:06
1057,2019-01-04 00:00:06
1058,2019-01-03 23:35:23
1059,2019-01-03 23:41:05
1060,2019-01-04 01:03:05
1061,2019-01-04 00:01:06
1062,2019-01-04 00:04:21
1063,2019-01-04 00:11:21
1064,2019-01-04 00:23:19
1065,2019-01-04 00:43:27
1066,2019-01-04 00:42:09
1067,2019-01-04 00:42:09
1068,2019-01-04 00:43:51
1069,2019-01-04 00:43:51
1070,2019-01-04 00:51:05
1071,2019-01-04 00:48:27
1072,2019-01-04 00:01:41
1073,2019-01-04 01:07:50
1074,2019-01-04 01:19:24
1075,2019-01-04 01:17:14
1076,2019-01-04 01:37:11
1077,2019-01-04 01:51:13
1078,2019-01-04 01:34:07
1079,2019-01-04 03:53:46
1080,2019-01-04 03:44:42
1081,2019-01-04 03:28:00
1082,2019-01-04 03:45:29
1083,2019-01-04 05:06:54
1084,2019-01-04 04:11:32
1085,2019-01-04 05:15:22
1086,2019-01-04 05:41:09
1087,2019-01-04 05:58:52
1088,2019-01-04 05:49:00
1089,2019-01-04 06:57:09
1090,2019-01-04 06:44:58
1091,2019-01-04 06:16:34
1092,2019-01-04 07:40:40
1093,2019-01-04 08:01:34
1094,2019-01-04 08:03:25
1095,2019-01-04 07:28:11
1096,2019-01-04 07:53:35
1097,2019-01-04 07:53:18
1098,2019-01-04 08:19:04
1099,2019-01-04 08:24:42
1100,2019-01-04 08:21:10
1101,2019-01-04 08:37:58
1102,2019-01-04 08:59:44
1103,2019-01-04 08:46:10
1104,2019-01-04 08:17:57
1105,2019-01-04 08:01:22
1106,2019-01-04 08:29:30
1107,2019-01-04 08:59:04
1108,2019-01-04 08:49:54
1109,2019-01-04 08:54:24
1110,2019-01-04 08:23:15
1111,2019-01-04 08:46:35
1112,2019-01-04 08:59:18
1113,2019-01-04 08:19:50
1114,2019-01-04 08:53:34
1115,2019-01-04 09:37:54
1116,2019-01-04 09:45:43
1117,2019-01-04 09:50:34
1118,2019-01-04 09:14:13
1119,2019-01-04 09:14:13
1120,2019-01-04 10:00:27
1121,2019-01-04 09:26:47
1122,2019-01-04 10:18:11
1123,2019-01-04 09:55:17
1124,2019-01-04 09:20:13
1125,2019-01-04 09:51:41
1126,2019-01-04 10:06:45
1127,2019-01-04 09:42:03
1128,2019-01-04 10:04:09
1129,2019-01-04 09:05:42
1130,2019-01-04 09:06:54
1131,2019-01-04 09:16:40
1132,2019-01-04 09:40:59
1133,2019-01-04 09:25:32
1134,2019-01-04 09:33:50
1135,2019-01-04 09:47:15
1136,2019-01-04 10:21:17
1137,2019-01-04 09:46:04
1138,2019-01-04 10:51:13
1139,2018-12-07 11:24:11
1140,2019-01-04 10:37:04
1141,2019-01-04 10:48:11
1142,2019-01-04 10:38:11
1143,2019-01-04 10:33:28
1144,2019-01-04 10:25:02
1145,2019-01-04 10:16:37
1146,2019-01-04 11:06:24
1147,2019-01-04 10:03:44
1148,2019-01-04 10:05:05
1149,2019-01-04 10:15:30
1150,2019-01-04 10:15:40
1151,2019-01-04 10:34:10
1152,2019-01-04 11:41:03
1153,2019-01-04 10:08:53
1154,2019-01-04 10:46:31
1155,2019-01-04 11:10:05
1156,2019-01-04 11:04:15
1157,2019-01-04 11:00:53
1158,2019-01-04 10:35:11
1159,2019-01-04 11:23:46
1160,2019-01-04 12:00:33
1161,2019-01-04 11:18:30
1162,2019-01-04 11:35:21
1163,2019-01-04 11:35:22
1164,2019-01-04 11:34:44
1165,2019-01-04 11:08:16
1166,2019-01-04 11:38:31
1167,2019-01-04 11:54:53
1168,2019-01-04 11:23:55
1169,2019-01-04 11:02:00
1170,2019-01-04 11:24:12
1171,2019-01-04 11:16:01
1172,2019-01-04 11:49:58
1173,2019-01-04 11:41:36
1174,2019-01-04 11:41:09
1175,2019-01-04 11:12:36
1176,2018-12-07 14:30:37
1177,2019-01-04 12:06:08
1178,2019-01-04 12:54:01
1179,2019-01-04 12:36:57
1180,2019-01-04 13:10:28
1181,2019-01-04 12:28:26
1182,2019-01-04 13:06:43
1183,2019-01-04 12:04:18
1184,2019-01-04 12:05:09
1185,2019-01-04 12:06:04
1186,2019-01-04 12:06:31
1187,2019-01-04 12:17:50
1188,2019-01-04 12:05:34
1189,2019-01-04 12:37:20
1190,2019-01-04 12:12:03
1191,2019-01-04 13:00:35
1192,2019-01-04 13:38:47
1193,2019-01-04 14:20:24
1194,2019-01-04 13:44:50
1195,2019-01-04 13:47:15
1196,2019-01-04 13:15:01
1197,2019-01-04 13:43:33
1198,2019-01-04 14:20:56
1199,2019-01-04 13:32:38
1200,2019-01-04 13:29:45
1201,2019-01-04 13:51:25
1202,2019-01-04 13:39:45
1203,2019-01-04 13:41:09
1204,2019-01-04 14:04:31
1205,2019-01-04 14:06:25
1206,2019-01-04 14:49:02
1207,2019-01-04 14:49:02
1208,2019-01-04 14:21:55
1209,2019-01-04 14:27:08
1210,2019-01-04 14:29:42
1211,2019-01-04 14:44:49
1212,2019-01-04 14:36:39
1213,2019-01-04 14:12:09
1214,2019-01-04 14:36:51
1215,2019-01-04 14:54:18
1216,2019-01-04 14:17:10
1217,2019-01-04 14:21:15
1218,2019-01-04 14:08:07
1219,2019-01-04 13:18:23
1220,2019-01-04 14:05:27
1221,2019-01-04 14:29:09
1222,2019-01-04 14:48:44
1223,2019-01-04 14:38:05
1224,2019-01-04 14:36:33
1225,2019-01-04 14:33:36
1226,2019-01-04 14:49:06
1227,2019-01-04 14:59:40
1228,2019-01-04 14:33:00
1229,2019-01-04 14:49:45
1230,2019-01-04 14:36:53
1231,2019-01-04 14:52:13
1232,2019-01-04 14:36:39
1233,2019-01-04 14:59:27
1234,2019-01-04 14:20:44
1235,2019-01-04 14:59:57
1236,2019-01-04 14:13:35
1237,2019-01-04 14:32:37
1238,2019-01-04 14:36:39
1239,2019-01-04 14:36:39
1240,2019-01-04 14:27:38
1241,2019-01-04 15:15:52
1242,2018-12-08 09:14:36
1243,2019-01-04 15:46:06
1244,2019-01-04 15:49:46
1245,2019-01-04 15:24:55
1246,2019-01-04 15:14:37
1247,2019-01-04 15:02:39
1248,2019-01-04 15:48:40
1249,2019-01-04 15:21:32
1250,2019-01-04 15:51:16
1251,2019-01-04 15:42:36
1252,2019-01-04 15:32:17
1253,2019-01-04 15:52:50
1254,2019-01-04 15:04:23
1255,2019-01-04 15:04:23
1256,2019-01-04 15:27:23
1257,2019-01-04 15:23:05
1258,2019-01-04 16:04:38
1259,2019-01-04 15:56:40
1260,2019-01-04 15:55:12
1261,2019-01-04 16:01:12
1262,2019-01-04 16:17:49
1263,2019-01-04 15:43:33
1264,2019-01-04 15:34:35
1265,2019-01-04 15:45:48
1266,2019-01-04 15:51:21
1267,2019-01-04 15:29:56
1268,2019-01-04 16:45:55
1269,2019-01-04 16:38:45
1270,2019-01-04 16:01:42
1271,2019-01-04 16:41:30
1272,2019-01-04 16:41:06
1273,2019-01-04 17:13:07
1274,2019-01-04 16:23:46
1275,2019-01-04 16:36:05
1276,2019-01-04 17:06:51
1277,2019-01-04 16:16:49
1278,2019-01-04 16:31:02
1279,2019-01-04 16:32:33
1280,2019-01-04 17:02:41
1281,2019-01-04 16:21:55
1282,2019-01-04 16:48:29
1283,2019-01-04 16:43:59
1284,2019-01-04 17:05:08
1285,2019-01-04 16:53:34
1286,2019-01-04 16:31:14
1287,2019-01-04 16:31:56
1288,2019-01-04 16:32:45
1289,2019-01-04 16:17:19
1290,2019-01-04 16:48:01
1291,2019-01-04 17:40:21
1292,2019-01-04 17:23:04
1293,2019-01-04 17:48:01
1294,2019-01-04 17:30:19
1295,2019-01-04 17:28:14
1296,2019-01-04 17:10:16
1297,2019-01-04 17:36:03
1298,2019-01-04 17:40:04
1299,2019-01-04 18:03:46
1300,2019-01-04 17:30:52
1301,2019-01-04 17:59:45
1302,2019-01-04 17:29:38
1303,2019-01-04 17:29:38
1304,2019-01-04 17:20:59
1305,2019-01-04 17:40:24
1306,2019-01-04 18:34:16
1307,2019-01-04 18:26:33
1308,2019-01-04 18:34:35
1309,2019-01-04 18:50:55
1310,2019-01-04 18:22:00
1311,2019-01-04 18:31:21
1312,2019-01-04 18:51:36
1313,2019-01-04 18:45:09
1314,2019-01-04 18:10:51
1315,2019-01-04 18:40:03
1316,2019-01-04 18:14:52
1317,2019-01-04 18:37:28
1318,2019-01-04 18:43:14
1319,2019-01-04 18:22:11
1320,2019-01-04 19:01:09
1321,2019-01-04 18:17:01
1322,2019-01-04 18:50:16
1323,2019-01-04 18:20:44
1324,2019-01-04 18:14:15
1325,2019-01-04 18:19:58
1326,2019-01-04 18:41:00
1327,2019-01-04 18:10:53
1328,2019-01-04 18:42:24
1329,2019-01-04 18:53:13
1330,2019-01-04 19:06:16
1331,2019-01-04 18:27:11
1332,2019-01-04 18:12:46
1333,2019-01-04 18:23:14
1334,2019-01-04 18:53:10
1335,2019-01-04 18:55:21
1336,2019-01-04 18:38:51
1337,2019-01-04 19:23:53
1338,2019-01-04 19:12:02
1339,2019-01-04 19:55:29
1340,2019-01-04 19:08:51
1341,2019-01-04 19:33:59
1342,2019-01-04 19:22:42
1343,2019-01-04 19:33:17
1344,2019-01-04 19:25:07
1345,2019-01-04 19:52:36
1346,2019-01-04 19:29:29
1347,2019-01-04 19:32:14
1348,2019-01-04 19:24:22
1349,2019-01-04 19:27:44
1350,2019-01-04 19:30:02
1351,2019-01-04 19:20:34
1352,2019-01-04 20:09:00
1353,2019-01-04 19:25:57
1354,2019-01-04 19:45:42
1355,2019-01-04 20:40:31
1356,2019-01-04 20:06:45
1357,2019-01-04 20:48:37
1358,2019-01-04 20:29:06
1359,2019-01-04 21:10:54
1360,2019-01-04 20:43:43
1361,2019-01-04 20:06:21
1362,2019-01-04 20:08:21
1363,2019-01-04 20:50:30
1364,2019-01-04 20:14:06
1365,2019-01-04 20:14:38
1366,2019-01-04 20:26:28
1367,2019-01-04 20:12:23
1368,2019-01-04 20:38:12
1369,2019-01-04 20:44:36
1370,2019-01-04 20:53:49
1371,2019-01-04 20:14:23
1372,2019-01-04 20:34:31
1373,2019-01-04 20:50:02
1374,2019-01-04 20:41:32
1375,2019-01-04 20:07:17
1376,2019-01-04 21:05:08
1377,2019-01-04 21:34:50
1378,2019-01-04 21:05:43
1379,2019-01-04 21:18:27
1380,2019-01-04 21:45:05
1381,2019-01-04 21:45:05
1382,2019-01-04 21:36:52
1383,2019-01-04 21:40:15
1384,2019-01-04 21:06:34
1385,2019-01-04 21:26:11
1386,2019-01-04 21:19:11
1387,2019-01-04 21:49:21
1388,2019-01-04 21:30:33
1389,2019-01-04 21:38:40
1390,2019-01-04 22:00:36
1391,2019-01-04 22:11:22
1392,2019-01-04 22:21:34
1393,2019-01-04 22:55:18
1394,2019-01-04 23:08:23
1395,2019-01-04 22:15:50
1396,2019-01-04 22:27:43
1397,2019-01-04 22:18:30
1398,2019-01-04 22:21:33
1399,2019-01-04 22:17:58
1400,2019-01-04 22:47:37
1401,2019-01-04 22:41:45
1402,2019-01-04 22:38:03
1403,2019-01-04 22:42:47
1404,2019-01-04 22:47:02
1405,2019-01-04 22:34:16
1406,2019-01-04 19:22:00
1407,2019-01-04 22:54:19
1408,2019-01-04 23:32:12
1409,2019-01-04 23:40:16
1410,2019-01-04 23:25:18
1411,2019-01-04 23:35:34
1412,2019-01-04 23:51:46
1413,2019-01-04 23:40:28
1414,2019-01-04 23:30:18
1415,2019-01-04 23:23:55
1416,2019-01-04 23:52:44
1417,2019-01-04 23:18:28
1418,2019-01-05 00:02:55
1419,2019-01-04 23:00:55
1420,2019-01-04 23:50:36
1421,2019-01-04 16:05:03
1422,2019-01-05 00:10:31
1423,2019-01-05 00:07:33
1424,2019-01-05 00:07:33
1425,2019-01-05 00:51:14
1426,2019-01-05 00:31:03
1427,2019-01-05 01:02:02
1428,2019-01-05 00:16:37
1429,2019-01-05 00:35:10
1430,2019-01-05 00:14:42
1431,2019-01-05 00:23:52
1432,2019-01-05 00:44:25
1433,2019-01-05 01:22:41
1434,2019-01-05 00:31:29
1435,2019-01-05 00:24:16
1436,2019-01-05 01:58:54
1437,2019-01-05 01:44:51
1438,2019-01-05 01:25:18
1439,2019-01-05 01:33:42
1440,2019-01-05 01:12:03
1441,2019-01-05 01:46:28
1442,2019-01-05 01:30:47
1443,2019-01-05 01:18:42
1444,2019-01-05 01:14:58
1445,2019-01-05 02:55:51
1446,2019-01-05 01:53:07
1447,2019-01-05 01:53:07
1448,2019-01-05 02:38:44
1449,2019-01-05 02:39:06
1450,2019-01-05 02:09:22
1451,2019-01-05 02:09:22
1452,2019-01-05 02:33:42
1453,2019-01-05 02:18:11
1454,2019-01-05 02:37:55
1455,2019-01-05 03:03:15
1456,2019-01-05 03:54:20
1457,2019-01-05 04:18:34
1458,2019-01-05 03:35:22
1459,2019-01-05 03:45:14
1460,2019-01-05 03:25:35
1461,2019-01-05 04:22:22
1462,2019-01-05 04:47:04
1463,2019-01-05 04:48:10
1464,2019-01-05 04:13:00
1465,2019-01-05 05:14:16
1466,2019-01-05 05:54:29
1467,2019-01-05 06:04:42
1468,2019-01-05 06:38:59
1469,2019-01-05 07:24:38
1470,2019-01-05 07:26:51
1471,2019-01-05 07:46:22
1472,2019-01-05 07:31:13
1473,2019-01-05 07:31:15
1474,2019-01-05 07:12:26
1475,2019-01-05 07:51:27
1476,2019-01-05 07:51:27
1477,2019-01-05 07:58:12
1478,2019-01-05 08:28:25
1479,2019-01-05 08:59:21
1480,2019-01-05 08:23:24
1481,2019-01-05 08:06:21
1482,2019-01-05 08:06:21
1483,2019-01-05 08:35:52
1484,2019-01-05 08:44:53
1485,2019-01-05 08:47:47
1486,2019-01-05 09:20:17
1487,2019-01-05 09:27:20
1488,2019-01-05 09:47:41
1489,2019-01-05 09:11:36
1490,2019-01-05 09:11:06
1491,2019-01-05 09:58:39
1492,2019-01-05 09:39:03
1493,2019-01-05 09:46:56
1494,2019-01-05 09:33:35
1495,2019-01-05 09:18:27
1496,2019-01-05 09:45:27
1497,2019-01-05 09:25:57
1498,2019-01-05 10:03:18
1499,2019-01-05 10:04:26
1500,2019-01-05 10:28:35
1501,2019-01-05 10:27:33
1502,2019-01-05 10:28:02
1503,2019-01-05 11:00:18
1504,2019-01-05 11:00:18
1505,2019-01-05 10:50:39
1506,2019-01-05 10:19:12
1507,2019-01-05 10:26:44
1508,2019-01-05 10:04:10
1509,2019-01-05 10:49:36
1510,2019-01-05 10:39:36
1511,2019-01-05 10:26:20
1512,2019-01-05 10:05:38
1513,2019-01-05 10:06:09
1514,2019-01-05 10:20:40
1515,2019-01-05 10:20:40
1516,2019-01-05 10:31:24
1517,2019-01-05 10:40:22
1518,2019-01-05 10:38:28
1519,2019-01-05 10:42:21
1520,2019-01-05 10:30:43
1521,2019-01-05 10:08:23
1522,2019-01-05 11:02:11
1523,2019-01-05 11:37:54
1524,2019-01-05 11:55:00
1525,2019-01-05 11:15:09
1526,2019-01-05 11:14:33
1527,2019-01-05 11:49:48
1528,2019-01-05 12:05:46
1529,2019-01-05 11:34:55
1530,2019-01-05 12:01:23
1531,2019-01-05 11:07:36
1532,2019-01-05 11:11:58
1533,2019-01-05 11:31:12
1534,2019-01-05 11:46:32
1535,2019-01-05 11:46:32
1536,2019-01-05 11:28:59
1537,2019-01-05 11:54:15
1538,2019-01-05 11:49:00
1539,2019-01-05 13:05:51
1540,2019-01-05 12:23:06
1541,2019-01-05 12:21:16
1542,2019-01-05 12:24:43
1543,2019-01-05 12:24:43
1544,2019-01-05 12:30:54
1545,2019-01-05 12:08:10
1546,2019-01-05 12:08:10
1547,2019-01-05 12:22:20
1548,2019-01-05 12:11:22
1549,2019-01-05 12:52:08
1550,2019-01-05 12:55:51
1551,2019-01-05 12:22:40
1552,2019-01-05 12:30:25
1553,2019-01-05 12:27:22
1554,2019-01-05 12:38:32
1555,2019-01-05 12:20:04
1556,2019-01-05 12:21:01
1557,2019-01-05 12:21:53
1558,2019-01-05 12:23:10
1559,2019-01-05 12:22:44
1560,2019-01-05 12:56:26
1561,2019-01-05 12:42:35
1562,2019-01-05 12:11:32
1563,2019-01-05 12:57:51
1564,2019-01-05 13:02:41
1565,2019-01-05 14:01:23
1566,2019-01-05 13:26:05
1567,2019-01-05 13:20:18
1568,2019-01-05 13:31:00
1569,2019-01-05 13:49:23
1570,2019-01-05 13:22:34
1571,2019-01-05 13:22:34
1572,2019-01-05 13:07:58
1573,2019-01-05 13:15:26
1574,2019-01-05 13:34:27
1575,2019-01-05 13:31:27
1576,2019-01-05 13:52:15
1577,2019-01-05 14:06:35
1578,2019-01-05 13:59:46
1579,2019-01-05 13:41:44
1580,2019-01-05 13:59:21
1581,2019-01-05 13:06:41
1582,2019-01-05 13:22:21
1583,2019-01-05 13:22:21
1584,2019-01-05 13:23:31
1585,2019-01-05 13:03:50
1586,2019-01-05 13:08:22
1587,2019-01-05 13:35:24
1588,2019-01-05 14:55:30
1589,2019-01-05 14:45:29
1590,2019-01-05 15:18:35
1591,2019-01-05 14:15:20
1592,2019-01-05 14:09:08
1593,2019-01-05 14:51:58
1594,2019-01-05 14:08:36
1595,2019-01-05 14:51:32
1596,2019-01-05 14:44:41
1597,2019-01-05 14:22:19
1598,2019-01-05 14:25:10
1599,2019-01-05 14:46:32
1600,2019-01-05 14:05:25
1601,2019-01-05 14:25:32
1602,2019-01-05 15:10:04
1603,2019-01-05 15:36:28
1604,2019-01-05 15:05:38
1605,2019-01-05 15:10:23
1606,2019-01-05 15:16:38
1607,2019-01-05 16:21:17
1608,2019-01-05 15:51:47
1609,2019-01-05 15:11:53
1610,2019-01-05 15:24:38
1611,2019-01-05 15:13:13
1612,2019-01-05 15:27:00
1613,2019-01-05 15:39:45
1614,2019-01-05 15:35:45
1615,2019-01-05 16:48:14
1616,2019-01-05 16:46:19
1617,2019-01-05 16:46:19
1618,2019-01-05 16:44:44
1619,2019-01-05 16:13:28
1620,2019-01-05 16:17:43
1621,2019-01-05 16:39:21
1622,2019-01-05 16:39:21
1623,2019-01-05 16:51:31
1624,2019-01-05 16:51:31
1625,2019-01-05 16:57:11
1626,2019-01-05 16:11:54
1627,2019-01-05 16:52:00
1628,2019-01-05 17:04:14
1629,2019-01-05 16:25:41
1630,2019-01-05 16:52:12
1631,2019-01-05 16:34:54
1632,2019-01-05 16:45:12
1633,2019-01-05 16:59:18
1634,2019-01-05 16:59:18
1635,2019-01-05 16:04:15
1636,2019-01-05 16:26:13
1637,2019-01-05 16:59:45
1638,2019-01-05 16:15:04
1639,2019-01-05 16:54:28
1640,2019-01-05 17:39:42
1641,2019-01-05 17:31:17
1642,2019-01-05 17:04:38
1643,2019-01-05 17:50:19
1644,2019-01-05 17:14:30
1645,2019-01-05 17:19:16
1646,2019-01-05 17:35:40
1647,2019-01-05 18:55:39
1648,2019-01-05 17:02:53
1649,2019-01-05 17:56:39
1650,2019-01-05 17:27:11
1651,2019-01-05 17:30:20
1652,2019-01-05 17:34:17
1653,2019-01-05 17:40:48
1654,2019-01-05 17:49:21
1655,2019-01-05 18:43:36
1656,2019-01-05 18:50:11
1657,2019-01-05 18:00:35
1658,2019-01-05 18:15:31
1659,2019-01-05 18:08:06
1660,2019-01-05 19:03:13
1661,2019-01-05 18:26:18
1662,2019-01-05 18:51:35
1663,2019-01-05 18:41:24
1664,2019-01-05 18:56:02
1665,2019-01-05 18:07:13
1666,2019-01-05 17:59:42
1667,2019-01-05 18:53:29
1668,2019-01-05 18:57:47
1669,2019-01-05 18:11:03
1670,2019-01-05 18:44:23
1671,2019-01-05 19:01:13
1672,2019-01-05 19:21:32
1673,2019-01-05 19:21:32
1674,2019-01-05 19:45:02
1675,2019-01-05 19:24:47
1676,2019-01-05 19:45:21
1677,2019-01-05 19:44:37
1678,2019-01-05 19:12:03
1679,2019-01-05 20:09:11
1680,2019-01-05 20:00:26
1681,2019-01-05 19:45:56
1682,2019-01-05 19:17:19
1683,2019-01-05 19:42:03
1684,2019-01-05 19:24:50
1685,2019-01-05 19:57:53
1686,2019-01-05 20:05:48
1687,2019-01-05 19:42:11
1688,2019-01-05 20:20:54
1689,2019-01-05 20:03:17
1690,2019-01-05 20:18:04
1691,2019-01-05 20:22:36
1692,2019-01-05 20:20:25
1693,2019-01-05 20:38:42
1694,2019-01-05 20:49:09
1695,2019-01-05 20:49:09
1696,2019-01-05 21:03:12
1697,2019-01-05 20:02:24
1698,2019-01-05 21:14:46
1699,2019-01-05 21:35:15
1700,2019-01-05 21:35:31
1701,2019-01-05 21:13:07
1702,2019-01-05 21:28:28
1703,2019-01-05 21:43:24
1704,2019-01-05 21:44:36
1705,2019-01-05 21:21:38
1706,2019-01-05 21:17:25
1707,2019-01-05 21:03:27
1708,2019-01-05 22:32:49
1709,2019-01-05 22:03:51
1710,2019-01-05 22:06:27
1711,2019-01-05 22:24:07
1712,2019-01-05 22:46:59
1713,2019-01-05 22:12:01
1714,2019-01-05 22:19:52
1715,2019-01-05 22:05:10
1716,2019-01-05 22:23:32
1717,2019-01-05 22:36:48
1718,2019-01-05 23:10:32
1719,2019-01-05 22:13:00
1720,2019-01-05 23:00:12
1721,2019-01-05 23:21:25
1722,2019-01-05 23:41:04
1723,2019-01-05 23:05:19
1724,2019-01-05 23:05:19
1725,2019-01-05 23:28:33
1726,2019-01-05 23:45:18
1727,2019-01-05 23:29:12
1728,2019-01-05 23:33:01
1729,2019-01-05 23:50:08
1730,2019-01-05 23:03:59
1731,2019-01-05 23:50:53
1732,2019-01-06 00:17:02
1733,2019-01-06 00:23:48
1734,2019-01-06 00:23:48
1735,2019-01-06 00:44:46
1736,2019-01-06 00:52:15
1737,2019-01-06 00:42:09
1738,2019-01-06 00:37:49
1739,2019-01-06 01:02:06
1740,2019-01-06 01:51:15
1741,2019-01-06 01:39:30
1742,2019-01-06 01:46:18
1743,2019-01-06 01:29:25
1744,2019-01-06 02:01:49
1745,2019-01-06 01:17:12
1746,2019-01-06 01:55:17
1747,2019-01-06 01:12:20
1748,2019-01-06 02:04:39
1749,2019-01-06 01:06:03
1750,2019-01-06 02:15:47
1751,2019-01-06 02:09:45
1752,2019-01-06 02:33:43
1753,2019-01-06 02:33:43
1754,2019-01-06 02:50:03
1755,2019-01-06 02:34:13
1756,2019-01-06 03:41:41
1757,2019-01-06 03:10:03
1758,2019-01-06 03:03:11
1759,2019-01-06 03:20:20
1760,2019-01-06 03:16:10
1761,2019-01-06 04:19:26
1762,2019-01-06 04:24:40
1763,2019-01-06 04:24:40
1764,2019-01-06 04:10:08
1765,2019-01-06 04:40:12
1766,2019-01-06 04:27:49
1767,2019-01-06 04:44:02
1768,2019-01-06 04:25:41
1769,2019-01-06 05:03:05
1770,2019-01-06 04:56:10
1771,2019-01-06 04:58:48
1772,2019-01-06 04:35:05
1773,2019-01-06 04:20:19
1774,2019-01-06 05:24:56
1775,2019-01-06 05:46:38
1776,2019-01-06 05:04:18
1777,2019-01-06 05:15:10
1778,2019-01-06 06:03:49
1779,2019-01-06 06:59:22
1780,2019-01-06 06:59:22
1781,2019-01-06 06:36:21
1782,2019-01-06 07:52:24
1783,2019-01-06 07:05:36
1784,2019-01-06 07:23:28
1785,2019-01-06 07:23:10
1786,2019-01-06 07:23:10
1787,2019-01-06 07:18:24
1788,2019-01-06 07:48:57
1789,2019-01-06 08:03:02
1790,2019-01-06 08:03:02
1791,2019-01-06 08:15:21
1792,2019-01-06 08:42:02
1793,2019-01-06 08:42:02
1794,2019-01-06 08:47:02
1795,2019-01-06 08:47:02
1796,2019-01-06 09:05:42
1797,2019-01-06 08:46:25
1798,2019-01-06 08:46:25
1799,2019-01-06 09:28:39
1800,2019-01-06 09:55:56
1801,2019-01-06 09:55:56
1802,2019-01-06 08:52:28
1803,2019-01-06 08:52:28
1804,2019-01-06 08:57:54
1805,2019-01-06 08:57:54
1806,2019-01-06 09:07:19
1807,2019-01-06 09:07:19
1808,2019-01-06 09:27:21
1809,2019-01-06 09:27:21
